run_id,collection_timestamp,train_number,train_name,train_type,train_category,journey_date,current_station_code,next_station_code,latitude,longitude,segment_progress,delay_minutes,scheduled_arrival,scheduled_departure,actual_arrival,actual_departure,platform,current_location_status,movement_state,distance_from_origin_km,distance_from_last_station_km,route_sequence,previous_delay,delay_change_prev,time_since_previous_observation_seconds,distance_travelled_km,station_transition,route_position_change,estimated_speed_kmh,hour,minute,time_of_day_minutes,day_of_week,future_delay,target_delay_change
20260822T085927Z-moving-6809face,2026-08-22T09:01:35.148688+00:00,96207,Badlapur Mumbai EMU,EMU,Local,2026-08-22,CRD,PR,18.9939994,72.8330001,0.1861861861861862,4,2026-08-22T14:27:00+05:30,2026-08-22T14:27:00+05:30,2026-08-22T14:28:00+05:30,2026-08-22T14:28:00+05:30,1.0,at-station,MOVING,6.2,0.0,7,,,,,False,,,9,1,541,5,3.0,-1.0
20260822T085927Z-moving-6809face,2026-08-22T09:02:35.149773+00:00,96207,Badlapur Mumbai EMU,EMU,Local,2026-08-22,PRLW,PR,19.0044708,72.8348617,0.2222222222222222,3,2026-08-22T14:29:00+05:30,2026-08-22T14:29:00+05:30,2026-08-22T14:30:00+05:30,2026-08-22T14:30:00+05:30,,at-station,MOVING,7.4,0.0,8,4.0,-1.0,60.001085,1.2000000000000002,True,1.0,71.99869802354408,9,2,542,5,3.0,0.0
20260822T085927Z-moving-6809face,2026-08-22T09:03:35.182580+00:00,96207,Badlapur Mumbai EMU,EMU,Local,2026-08-22,PRLW,PR,19.0044708,72.8348617,0.2222222222222222,3,2026-08-22T14:29:00+05:30,2026-08-22T14:29:00+05:30,2026-08-22T14:30:00+05:30,2026-08-22T14:30:00+05:30,,at-station,STATIONARY,7.4,0.0,8,3.0,0.0,60.032807,0.0,False,0.0,0.0,9,3,543,5,3.0,0.0
20260822T085927Z-moving-6809face,2026-08-22T09:04:35.349135+00:00,96207,Badlapur Mumbai EMU,EMU,Local,2026-08-22,PRLW,PR,19.0044708,72.8348617,0.2222222222222222,3,2026-08-22T14:29:00+05:30,2026-08-22T14:29:00+05:30,2026-08-22T14:30:00+05:30,2026-08-22T14:30:00+05:30,,at-station,STATIONARY,7.4,0.0,8,3.0,0.0,60.166555,0.0,False,0.0,0.0,9,4,544,5,3.0,0.0
20260822T085927Z-moving-6809face,2026-08-22T09:05:35.150232+00:00,96207,Badlapur Mumbai EMU,EMU,Local,2026-08-22,PRLW,PR,19.0044708,72.8348617,0.2222222222222222,3,2026-08-22T14:29:00+05:30,2026-08-22T14:29:00+05:30,2026-08-22T14:30:00+05:30,2026-08-22T14:30:00+05:30,,at-station,STATIONARY,7.4,0.0,8,3.0,0.0,59.801097,0.0,False,0.0,0.0,9,5,545,5,3.0,0.0
20260822T085927Z-moving-6809face,2026-08-22T09:06:35.145919+00:00,96207,Badlapur Mumbai EMU,EMU,Local,2026-08-22,DR,MTN,19.018972,72.84437,0.2702702702702703,3,2026-08-22T14:33:00+05:30,2026-08-22T14:33:00+05:30,2026-08-22T14:34:43+05:30,2026-08-22T14:36:00+05:30,,at-station,MOVING,9.0,0.0,10,3.0,0.0,59.995687,1.5999999999999996,True,2.0,96.00690129608815,9,6,546,5,1.0,-2.0
20260822T085927Z-moving-6809face,2026-08-22T09:07:35.153462+00:00,96207,Badlapur Mumbai EMU,EMU,Local,2026-08-22,MTN,SION,19.02396,72.8479,0.3123123123123123,1,2026-08-22T14:36:00+05:30,2026-08-22T14:36:00+05:30,2026-08-22T14:35:44+05:30,2026-08-22T14:37:00+05:30,,at-station,MOVING,10.4,0.0,11,3.0,-2.0,60.007543,1.4000000000000004,True,1.0,83.98944112742628,9,7,547,5,2.0,1.0
20260822T085927Z-moving-6809face,2026-08-22T09:08:35.143951+00:00,96207,Badlapur Mumbai EMU,EMU,Local,2026-08-22,MTN,SION,19.026932,72.84999,0.3123123123123123,2,2026-08-22T14:36:00+05:30,2026-08-22T14:36:00+05:30,2026-08-22T14:35:44+05:30,2026-08-22T14:38:00+05:30,,at-station,MOVING,10.4,0.0,11,1.0,1.0,59.990489,0.0,False,0.0,0.0,9,8,548,5,2.0,0.0
20260822T085927Z-moving-6809face,2026-08-22T09:09:35.288425+00:00,96207,Badlapur Mumbai EMU,EMU,Local,2026-08-22,MTN,SION,19.0273303,72.8502578,0.3123123123123123,2,2026-08-22T14:36:00+05:30,2026-08-22T14:36:00+05:30,2026-08-22T14:35:44+05:30,2026-08-22T14:39:00+05:30,1.0,at-station,MOVING,10.4,0.0,11,2.0,0.0,60.144474,0.0,False,0.0,0.0,9,9,549,5,2.0,0.0
20260822T085927Z-moving-6809face,2026-08-22T09:10:35.232832+00:00,96207,Badlapur Mumbai EMU,EMU,Local,2026-08-22,MTN,SION,19.0326404,72.8538742,0.3123123123123123,2,2026-08-22T14:36:00+05:30,2026-08-22T14:36:00+05:30,2026-08-22T14:35:44+05:30,2026-08-22T14:40:00+05:30,1.0,at-station,MOVING,10.4,0.0,11,2.0,0.0,59.944407,0.0,False,0.0,0.0,9,10,550,5,3.0,1.0
